address,suburb,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,contact_name,contact_phone,contact_email,contact_website,postcode,council,pools_at_address,lat,lon,osm_id
18 SNUGGLEPOT DRIVE FAULCONBRIDGE,FAULCONBRIDGE,1991,35,80.8,0.76,exact,41.4,1161.1,10.1,5.4,0.767,residential,,,,,2776,BLUE MOUNTAINS,,-33.6879576,150.5514532,way/1027289453
14 HANCOCK DRIVE CHERRYBROOK,CHERRYBROOK,1991,35,80.8,0.63,exact,32.1,1073.1,8.4,5.9,0.649,residential,,,,,2126,HORNSBY,,-33.7158895,151.0399467,way/587996360
30 BERTANA CRESCENT WARRIEWOOD,WARRIEWOOD,1986,40,80.8,0.48,exact,67.8,1028.3,12.6,7.3,0.736,residential,,,,,2102,NORTHERN BEACHES,,-33.6834135,151.2989673,way/1487074804
27 SOUTH STREET STRATHFIELD,STRATHFIELD,1986,40,80.7,0.7,exact,41.0,1783.3,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8808889,151.0767102,way/564305047
38 DERBY STREET VAUCLUSE,VAUCLUSE,1986,40,80.7,0.65,exact,21.4,796.6,7.0,4.9,0.624,residential,,,,,2030,WOOLLAHRA,,-33.8481934,151.2847915,way/1481742941
3 ROSEWOOD PLACE CHERRYBROOK,CHERRYBROOK,1991,35,80.7,0.86,exact,44.9,1298.4,8.8,5.1,0.999,residential,,,,,2126,HORNSBY,,-33.7305271,151.0530805,way/1300519566
52 RAMSAY ROAD PENNANT HILLS,PENNANT HILLS,1991,35,80.7,0.86,exact,38.1,1433.0,8.9,4.4,0.967,residential,,,,,2120,HORNSBY,,-33.7344243,151.0669134,way/1308447231
5 WELHAM STREET BEECROFT,BEECROFT,1986,40,80.7,0.58,exact,57.2,2377.2,9.6,6.0,1.0,residential,,,,,2119,HORNSBY,,-33.7543762,151.0657593,way/1332132857
8 FEATHERWOOD WAY CASTLE HILL,CASTLE HILL,1991,35,80.7,0.76,exact,30.9,3498.7,7.8,4.7,0.846,residential,,,,,2154,THE HILLS SHIRE,2,-33.7464097,151.0148887,way/790887226
16 BENNETT PLACE CASTLE HILL,CASTLE HILL,1991,35,80.7,0.64,exact,35.8,1276.4,7.2,6.9,0.722,residential,,,,,2154,THE HILLS SHIRE,,-33.7248819,151.013153,way/1302684359
15 BARRAWARN PLACE CASTLE HILL,CASTLE HILL,1991,35,80.7,0.91,exact,39.9,596.2,10.4,4.9,0.78,residential,,,,,2154,THE HILLS SHIRE,,-33.7270279,151.0040076,way/1325620141
315 MONA VALE ROAD ST IVES,ST IVES,1991,35,80.7,0.86,exact,41.6,1373.7,8.7,4.8,0.999,residential,,,,,2075,KU-RING-GAI,,-33.7229018,151.1714093,way/1310981145
58A COLLINS ROAD ST IVES,ST IVES,1991,35,80.7,0.86,exact,44.9,2950.3,9.4,5.1,0.936,residential,,,,,2075,KU-RING-GAI,,-33.7212764,151.1595619,way/1311159227
5 DARLING STREET ST IVES,ST IVES,1991,35,80.7,0.86,exact,47.1,1496.1,9.9,4.8,0.999,residential,,,,,2075,KU-RING-GAI,,-33.7220833,151.1764153,way/1501703842
11 CAMBRIDGE STREET VALLEY HEIGHTS,VALLEY HEIGHTS,1998,28,80.7,0.84,exact,31.2,1832.8,8.6,5.1,0.718,residential,,,,,2777,BLUE MOUNTAINS,,-33.7141564,150.5888773,way/966754259
7 TORNADO CRESCENT CRANEBROOK,CRANEBROOK,1991,35,80.7,0.91,exact,20.3,1570.4,7.7,3.3,0.801,residential,,,,,2749,PENRITH,,-33.7161313,150.7044853,way/1120927721
5 NANCY BIRD AVENUE SOUTH TURRAMURRA,SOUTH TURRAMURRA,1986,40,80.7,0.58,exact,43.3,1291.0,9.3,4.7,0.999,residential,,,,,2074,KU-RING-GAI,,-33.7506631,151.1080188,way/941632493
22 MUDIES ROAD ST IVES,ST IVES,1991,35,80.7,0.86,exact,54.2,1873.0,10.0,5.8,0.936,residential,,,,,2075,KU-RING-GAI,2,-33.7201187,151.1559439,way/1311209615
15 CAMBOURNE AVENUE ST IVES,ST IVES,1991,35,80.7,0.86,exact,41.5,1363.7,9.0,4.6,0.999,residential,,,,,2075,KU-RING-GAI,,-33.7184097,151.1803881,way/1361408752
1 BLACKBURN STREET ST IVES,ST IVES,1991,35,80.7,0.86,exact,60.0,1315.8,10.6,5.6,0.999,residential,,,,,2075,KU-RING-GAI,,-33.7188043,151.1760356,way/1501772911
16 BOORALIE ROAD TERREY HILLS,TERREY HILLS,1991,35,80.7,0.79,nearby,28.8,1107.6,8.6,5.1,0.657,residential,,,,,2084,NORTHERN BEACHES,,-33.6817976,151.2268845,way/1318344519
5 PLYMOUTH CLOSE WAHROONGA,WAHROONGA,1991,35,80.7,0.86,exact,75.3,2178.7,11.8,6.4,1.0,residential,,,,,2076,KU-RING-GAI,,-33.7171181,151.1251926,way/1236491493
50 TOOLANG ROAD ST IVES,ST IVES,1991,35,80.7,0.64,exact,37.2,1525.0,9.8,5.1,0.739,residential,,,,,2075,KU-RING-GAI,,-33.7172829,151.1558835,way/1310946493
6 HEREWARD STREET MAROUBRA,MAROUBRA,1986,40,80.6,0.98,nearby,34.1,946.8,8.7,3.9,1.0,residential,,,,,2035,RANDWICK,,-33.9443074,151.2565867,way/1387027729
32 MYEE AVENUE STRATHFIELD,STRATHFIELD,1986,40,80.6,0.98,nearby,29.5,1140.7,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8802061,151.0723558,way/564305123
15 MELVILLE AVENUE STRATHFIELD,STRATHFIELD,1986,40,80.6,0.81,exact,33.8,1041.7,9.3,3.7,0.998,residential,,,,,2135,STRATHFIELD,,-33.8787197,151.0695189,way/564305148
18 TOPEKA GLEN ST CLAIR,ST CLAIR,1991,35,80.6,0.9,exact,19.3,907.9,6.9,3.4,0.821,residential,,,,,2759,PENRITH,2,-33.7969119,150.8009921,way/1015390402
11 KINGFISHER WAY ST CLAIR,ST CLAIR,1986,40,80.6,0.59,exact,28.1,1004.9,8.1,3.8,0.906,residential,,,,,2759,PENRITH,,-33.7978119,150.7974918,way/1015390415
5 CROSS STREET MOSMAN,MOSMAN,1986,40,80.6,0.76,nearby,32.4,1812.9,10.0,3.6,0.897,residential,,,,,2088,MOSMAN,,-33.8361947,151.2472508,way/1535188878
24 BRUCE ROAD GLENBROOK,GLENBROOK,1986,40,80.6,0.76,nearby,32.4,923.4,8.7,4.2,0.885,residential,,,,,2773,BLUE MOUNTAINS,,-33.7725405,150.6240362,way/963361228
40 BEECROFT ROAD BEECROFT,BEECROFT,1991,35,80.6,0.87,exact,49.9,1500.5,11.1,5.0,0.896,residential,,,,,2119,HORNSBY,,-33.7456934,151.0634634,way/905272786
13 BAILEY CRESCENT NORTH EPPING,NORTH EPPING,1991,35,80.6,0.85,exact,51.6,1276.0,10.8,5.2,0.921,residential,,,,,2121,HORNSBY,,-33.7562953,151.0926628,way/1000802619
157 BOUNDARY ROAD NORTH EPPING,NORTH EPPING,1986,40,80.6,0.86,nearby,40.4,1012.9,9.2,4.4,1.0,residential,,,,,2121,HORNSBY,,-33.754524,151.0917661,way/1000929095
34 WERONA STREET PENNANT HILLS,PENNANT HILLS,1991,35,80.6,0.85,exact,60.5,1379.8,10.7,5.7,0.999,residential,,,,,2120,HORNSBY,,-33.7323303,151.0741844,way/1274046524
6 TOORAK COURT CHERRYBROOK,CHERRYBROOK,1991,35,80.6,0.85,exact,39.7,1342.8,9.0,4.4,1.0,residential,,,,,2126,HORNSBY,2,-33.7237853,151.0351598,way/1292605646
48 TALLOWWOOD AVENUE CHERRYBROOK,CHERRYBROOK,1991,35,80.6,0.97,exact,55.4,1153.0,10.5,5.3,0.999,residential,,,,,2126,HORNSBY,,-33.725367,151.0424053,way/1292605626
9 GREYCLIFFE AVENUE PENNANT HILLS,PENNANT HILLS,1991,35,80.6,0.75,exact,61.7,1214.6,13.2,5.7,0.821,residential,,,,,2120,HORNSBY,,-33.7365411,151.0672697,way/1300900803
25 LOFTUS ROAD PENNANT HILLS,PENNANT HILLS,1991,35,80.6,0.75,exact,31.2,1169.0,8.4,4.7,0.796,residential,,,,,2120,HORNSBY,2,-33.7376159,151.0576751,way/1305395037
THE CLOISTERS CHERRYBROOK,CHERRYBROOK,1991,35,80.6,0.75,exact,30.6,1171.6,8.1,4.6,0.823,residential,,,,,2126,HORNSBY,,-33.7335533,151.0386582,way/1305395237
9A WERONA STREET PENNANT HILLS,PENNANT HILLS,1991,35,80.6,0.78,exact,24.3,1636.5,6.7,4.7,0.772,residential,,,,,2120,HORNSBY,,-33.7340966,151.0711928,way/1309003753
33 BOWERMAN PLACE CHERRYBROOK,CHERRYBROOK,1991,35,80.6,0.75,exact,34.4,1087.4,8.5,5.1,0.798,residential,,,,,2126,HORNSBY,,-33.7339598,151.0428737,way/1312774180
4 MIRETTA PLACE CASTLE HILL,CASTLE HILL,1991,35,80.6,0.75,exact,38.3,1168.6,9.2,5.2,0.797,residential,,,,,2154,THE HILLS SHIRE,,-33.7423783,150.9954009,way/681293020
27 CROSS STREET BAULKHAM HILLS,BAULKHAM HILLS,1991,35,80.6,0.87,exact,39.5,3491.1,10.1,4.5,0.869,residential,,,,,2153,THE HILLS SHIRE,,-33.7546908,150.9976624,way/690362699
56 TAYLOR STREET WEST PENNANT HILLS,WEST PENNANT HILLS,1991,35,80.6,0.63,exact,47.8,1478.6,9.8,6.3,0.769,residential,,,,,2125,THE HILLS SHIRE,2,-33.7478695,151.024071,way/800897510
132B ROSE AVENUE WHEELER HEIGHTS,WHEELER HEIGHTS,1986,40,80.6,0.69,exact,32.0,1174.6,8.2,3.9,0.998,residential,,,,,2097,NORTHERN BEACHES,,-33.7239061,151.2776333,way/662620641
14 BEACON AVENUE BEACON HILL,BEACON HILL,1986,40,80.6,0.69,exact,37.3,1189.5,8.8,4.2,0.999,residential,,,,,2100,NORTHERN BEACHES,2,-33.7591201,151.2657533,way/1033367538
27 COLLINS ROAD ST IVES,ST IVES,1991,35,80.6,0.75,exact,32.7,1359.4,8.8,4.3,0.866,residential,,,,,2075,KU-RING-GAI,,-33.7233021,151.1602736,way/1310967576
55 FIREBALL AVENUE CRANEBROOK,CRANEBROOK,1991,35,80.6,0.9,exact,23.5,1131.4,5.5,5.5,0.78,residential,,,,,2749,PENRITH,,-33.7175442,150.7056714,way/1119284458
10 GARRICK ROAD ST IVES,ST IVES,1991,35,80.6,0.75,exact,34.9,1340.0,7.2,5.4,0.894,residential,,,,,2075,KU-RING-GAI,,-33.725533,151.1666478,way/1311208392
39 WILSON WAY BLAXLAND,BLAXLAND,1991,35,80.6,0.63,exact,41.0,1247.2,10.1,4.9,0.825,residential,,,,,2774,BLUE MOUNTAINS,,-33.7444373,150.6126307,way/1130542503
14 TIMOTHY CLOSE CHERRYBROOK,CHERRYBROOK,1991,35,80.6,0.85,exact,35.3,2663.5,7.5,4.7,1.0,residential,,,,,2126,HORNSBY,,-33.7143611,151.0356434,way/1293536781
44 APPLETREE DRIVE CHERRYBROOK,CHERRYBROOK,1991,35,80.6,0.63,exact,45.0,1306.9,10.7,5.5,0.759,residential,,,,,2126,HORNSBY,,-33.7165597,151.055054,way/1339221310
97 OAKHILL DRIVE CASTLE HILL,CASTLE HILL,1991,35,80.6,0.62,exact,39.2,1054.2,9.7,5.7,0.709,residential,,,,,2154,THE HILLS SHIRE,2,-33.7151085,151.0256538,way/1314622684
44 CLARINDA STREET HORNSBY,HORNSBY,1991,35,80.6,0.63,exact,32.8,1320.9,9.2,4.9,0.733,residential,,,,,2077,HORNSBY,,-33.6880214,151.0939381,way/830591652
27 GLENEAGLES CRESCENT HORNSBY,HORNSBY,1991,35,80.6,0.75,exact,40.8,1119.3,8.5,6.6,0.733,residential,,,,,2077,HORNSBY,,-33.701548,151.1165144,way/1310914595
24 BURNS ROAD WAHROONGA,WAHROONGA,1991,35,80.6,0.8,nearby,60.1,2921.8,12.9,6.2,0.759,residential,,,,,2076,KU-RING-GAI,,-33.7132656,151.1191721,way/1482797074
5 HEATH STREET BEXLEY NORTH,BEXLEY NORTH,1986,40,80.5,0.87,nearby,33.1,997.8,9.4,3.8,0.913,residential,,,,,2207,BAYSIDE,2,-33.9447549,151.1130156,way/1475156380
25-27 FAIRFAX ROAD BELLEVUE HILL,BELLEVUE HILL,1986,40,80.5,0.57,exact,43.6,2175.2,9.9,4.6,0.957,residential,,,,,2023,WOOLLAHRA,,-33.8765151,151.2475388,way/954966031
3/26 BRIERLEY STREET MOSMAN,MOSMAN,1991,35,80.5,0.9,exact,34.6,742.7,8.8,4.7,0.829,residential,,,,,2088,MOSMAN,,-33.8327025,151.2297453,way/1216771007
7 GORDON STREET CLONTARF,CLONTARF,1986,40,80.5,0.57,exact,31.6,3408.0,7.0,4.5,1.0,residential,,,,,2093,NORTHERN BEACHES,,-33.8058519,151.2546562,way/1368371267
BURNS ROAD WAHROONGA,WAHROONGA,1991,35,80.5,0.91,nearby,56.3,1120.1,11.6,6.2,0.785,residential,,,,,2076,KU-RING-GAI,3,-33.7122007,151.1154817,way/1241475577
23 MYRNA ROAD STRATHFIELD,STRATHFIELD,1986,40,80.4,0.8,exact,29.5,952.7,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8801537,151.0754849,way/564305133
5 CHALMERS ROAD STRATHFIELD,STRATHFIELD,1991,35,80.4,0.96,exact,43.5,1117.5,9.7,4.5,0.999,residential,,,,,2135,STRATHFIELD,,-33.876905,151.0821896,way/565667354
68 THE CRESCENT HOMEBUSH,HOMEBUSH,1991,35,80.4,0.84,exact,40.5,2096.0,8.6,4.7,0.999,residential,,,,,2140,STRATHFIELD,,-33.8651497,151.0770613,way/573773174
130 MURRIVERIE ROAD NORTH BONDI,NORTH BONDI,1986,40,80.4,0.78,nearby,34.7,585.0,7.8,6.0,0.744,residential,,,,,2026,WAVERLEY,,-33.8824435,151.2814343,way/885893008
11 COOT PLACE ERSKINE PARK,ERSKINE PARK,1991,35,80.4,0.74,exact,33.2,911.8,8.8,5.0,0.76,residential,,,,,2759,PENRITH,,-33.8007887,150.8069967,way/1015236588
12 UNION STREET MOSMAN,MOSMAN,1991,35,80.4,0.86,exact,38.3,938.0,9.2,4.7,0.876,residential,,,,,2088,MOSMAN,,-33.8363372,151.2438877,way/1216771006
5 BENNETT STREET GLENBROOK,GLENBROOK,1991,35,80.4,0.89,exact,18.7,1466.1,6.4,3.4,0.854,residential,,,,,2773,BLUE MOUNTAINS,,-33.7639595,150.6143986,way/967201971
4 IVY PLACE CHERRYBROOK,CHERRYBROOK,1991,35,80.4,0.96,exact,48.3,1111.2,8.4,5.8,0.999,residential,,,,,2126,HORNSBY,,-33.7252069,151.046078,way/1290440319
22 CEDARWOOD DRIVE CHERRYBROOK,CHERRYBROOK,1991,35,80.4,0.61,exact,28.2,1170.4,8.7,5.0,0.65,residential,,,,,2126,HORNSBY,4,-33.7311815,151.0501872,way/1310476219
24 POMONA STREET PENNANT HILLS,PENNANT HILLS,1991,35,80.4,0.84,exact,80.3,1657.1,11.7,6.9,1.0,residential,,,,,2120,HORNSBY,,-33.7367301,151.0791079,way/1297894963
3 BANCROFT AVENUE WEST PENNANT HILLS,WEST PENNANT HILLS,1991,35,80.4,0.96,exact,38.9,1187.1,9.2,4.2,1.0,residential,,,,,2125,THE HILLS SHIRE,,-33.7348861,151.0555676,way/1301269963
18-20 YARRARA ROAD PENNANT HILLS,PENNANT HILLS,1991,35,80.4,0.84,exact,34.9,3794.5,8.6,4.1,1.0,residential,,,,,2120,HORNSBY,,-33.7334726,151.0756056,way/1304947754
4 TIMBERTOP WAY BEECROFT,BEECROFT,1991,35,80.4,0.49,exact,48.3,1263.2,12.3,5.7,0.696,residential,,,,,2119,HORNSBY,,-33.7480411,151.0739221,way/1321393778
112 BEECROFT ROAD BEECROFT,BEECROFT,1991,35,80.4,0.79,nearby,42.5,2933.6,8.7,6.1,0.804,residential,,,,,2119,HORNSBY,,-33.7537851,151.0665574,way/1329813437
3 GUMLEAF PLACE WEST PENNANT HILLS,WEST PENNANT HILLS,1991,35,80.4,0.62,exact,45.1,2934.8,10.1,5.3,0.836,residential,,,,,2125,THE HILLS SHIRE,,-33.743378,151.0421372,way/1340666352
24 HENRY STREET BAULKHAM HILLS,BAULKHAM HILLS,1991,35,80.4,0.86,exact,41.8,1193.8,9.0,5.5,0.841,residential,,,,,2153,THE HILLS SHIRE,,-33.7509551,150.9987198,way/681523809
28 CASTLEWOOD DRIVE CASTLE HILL,CASTLE HILL,1991,35,80.4,0.49,exact,31.5,2214.6,9.8,4.8,0.666,residential,,,,,2154,THE HILLS SHIRE,,-33.7404552,151.0207067,way/807012310
6 RICHMOND COURT CASTLE HILL,CASTLE HILL,1991,35,80.4,0.84,exact,30.0,1479.0,6.7,4.5,1.0,residential,,,,,2154,THE HILLS SHIRE,,-33.7252456,151.0268684,way/1295112668
9 KENT STREET BAULKHAM HILLS,BAULKHAM HILLS,1986,40,80.4,0.73,nearby,43.2,1373.0,9.1,5.0,0.952,residential,,,,,2153,THE HILLS SHIRE,,-33.7520977,150.9788762,way/1535311132
34 WAMBIRI PLACE CROMER,CROMER,1986,40,80.4,0.63,nearby,41.9,3839.6,9.3,5.3,0.853,residential,,,,,2099,NORTHERN BEACHES,,-33.7362219,151.2666751,way/1364304652
57 CARBEEN AVENUE ST IVES,ST IVES,1991,35,80.4,0.86,exact,33.0,1669.2,9.7,4.0,0.851,residential,,,,,2075,KU-RING-GAI,,-33.7208162,151.1571123,way/1310966242
6 CARISSA AVENUE ST IVES,ST IVES,1991,35,80.4,0.84,exact,43.7,1371.4,9.8,4.5,1.0,residential,,,,,2075,KU-RING-GAI,,-33.7203004,151.1763264,way/1501772876
5 TAYLOR AVENUE TURRAMURRA,TURRAMURRA,1991,35,80.4,0.62,exact,45.2,1468.9,10.7,5.7,0.734,residential,,,,,2074,KU-RING-GAI,,-33.7444694,151.1193556,way/942757466
31 WARRIMOO AVENUE ST IVES,ST IVES,1991,35,80.4,0.84,exact,44.6,1409.4,8.9,5.0,0.999,residential,,,,,2075,KU-RING-GAI,,-33.7208032,151.1533405,way/1311209604
110 SHEPHERDS DRIVE CHERRYBROOK,CHERRYBROOK,1991,35,80.4,0.49,exact,33.6,1230.5,9.4,5.2,0.687,residential,,,,,2126,HORNSBY,,-33.715759,151.0486937,way/1280558400
219 MONA VALE ROAD TERREY HILLS,TERREY HILLS,1991,35,80.4,0.62,exact,40.1,1473.5,9.5,5.0,0.837,residential,,,,,2084,NORTHERN BEACHES,,-33.6845881,151.2274355,way/1318964524
5 HOPKINS PLACE NORTH TURRAMURRA,NORTH TURRAMURRA,1991,35,80.4,0.74,exact,33.8,1353.4,9.1,4.4,0.85,residential,,,,,2074,KU-RING-GAI,,-33.6965149,151.1473436,way/1310809440
66 ALBERT STREET HORNSBY,HORNSBY,1991,35,80.4,0.86,exact,38.0,985.5,8.9,4.9,0.87,residential,,,,,2077,HORNSBY,,-33.6987133,151.103565,way/1310914594
24 WATER STREET WAHROONGA,WAHROONGA,1991,35,80.4,0.84,exact,50.1,3963.4,9.1,5.5,0.999,residential,,,,,2076,KU-RING-GAI,,-33.715039,151.1256769,way/1482772737
65A ELY STREET REVESBY,REVESBY,1986,40,80.3,0.48,exact,56.3,702.6,11.4,7.0,0.704,residential,,,,,2212,CANTERBURY-BANKSTOWN,,-33.9425298,151.0125044,way/556651543
14 ESHER STREET BURWOOD,BURWOOD,1991,35,80.3,0.73,exact,37.1,1026.5,9.4,5.3,0.747,residential,,,,,2134,BURWOOD,,-33.8709446,151.1063301,way/839802567
15 QUEEN STREET CROYDON,CROYDON,1991,35,80.3,0.76,exact,44.4,598.6,9.7,6.5,0.704,residential,,,,,2132,BURWOOD,,-33.8762736,151.1175686,way/834052904
15A GINAHGULLA ROAD BELLEVUE HILL,BELLEVUE HILL,1986,40,80.3,0.56,exact,36.7,2036.2,8.7,4.3,0.988,residential,,,,,2023,WOOLLAHRA,,-33.8763846,151.251434,way/954966023
12 BIRRIGA ROAD BELLEVUE HILL,BELLEVUE HILL,1998,28,80.3,0.82,exact,29.2,1816.1,9.4,4.9,0.637,residential,,,,,2023,WOOLLAHRA,,-33.8859917,151.2608401,way/1424707057
14 AVENUE ROAD MOSMAN,MOSMAN,1986,40,80.3,0.61,exact,26.4,1704.7,8.0,3.9,0.849,residential,,,,,2088,MOSMAN,,-33.8331822,151.2356382,way/1535188883
41 BOYD AVENUE WEST PENNANT HILLS,WEST PENNANT HILLS,1991,35,80.3,0.73,exact,30.8,1091.2,8.7,4.9,0.728,residential,,,,,2125,THE HILLS SHIRE,,-33.7420493,151.0533592,way/905274036
41 PARKHILL CRESCENT CHERRYBROOK,CHERRYBROOK,1991,35,80.3,0.73,exact,40.2,1114.7,9.2,5.5,0.794,residential,,,,,2126,HORNSBY,,-33.7237747,151.0543488,way/1295078154
188 COPELAND ROAD BEECROFT,BEECROFT,1986,40,80.3,0.56,exact,29.4,2317.5,7.4,4.0,1.0,residential,,,,,2119,HORNSBY,,-33.7525896,151.0728085,way/1328110663
55 GLENRIDGE AVENUE WEST PENNANT HILLS,WEST PENNANT HILLS,1991,35,80.3,0.6,exact,30.7,1160.2,8.7,4.9,0.716,residential,,,,,2125,THE HILLS SHIRE,,-33.7418426,151.032221,way/965350840
25 FLAME TREE PLACE CHERRYBROOK,CHERRYBROOK,1991,35,80.3,0.73,exact,48.2,1075.5,11.4,5.7,0.742,residential,,,,,2126,HORNSBY,,-33.7312297,151.0463844,way/1298742151
35 RYRIE AVENUE CROMER,CROMER,1986,40,80.3,0.74,nearby,36.3,992.6,9.0,4.7,0.867,residential,,,,,2099,NORTHERN BEACHES,,-33.7377764,151.2762077,way/1364304645
50 ACRON ROAD ST IVES,ST IVES,1991,35,80.3,0.9,nearby,45.6,1325.9,10.1,5.3,0.858,residential,,,,,2075,KU-RING-GAI,2,-33.7208087,151.1784761,way/1501772877
89 WOODBURY ROAD ST IVES,ST IVES,1991,35,80.3,1.0,nearby,43.5,1475.0,9.7,4.5,1.0,residential,,,,,2075,KU-RING-GAI,,-33.7231176,151.180317,way/1501760731
303/2 PEARSON AVENUE GORDON,GORDON,1991,35,80.3,1.0,nearby,38.7,3084.6,9.0,4.3,0.999,residential,,,,,2072,KU-RING-GAI,,-33.7529085,151.1532594,way/1330087187
7 CAMBOURNE AVENUE ST IVES,ST IVES,1991,35,80.3,1.0,nearby,45.4,1372.5,9.8,4.7,0.999,residential,,,,,2075,KU-RING-GAI,2,-33.7180264,151.1799422,way/1361408754
4 KINGSCOTT PLACE CASTLE HILL,CASTLE HILL,1991,35,80.3,0.73,exact,38.5,1039.8,9.4,5.5,0.75,residential,,,,,2154,THE HILLS SHIRE,,-33.716599,151.0209925,way/1310473815
15 BURRAGA AVENUE TERREY HILLS,TERREY HILLS,1991,35,80.3,0.95,exact,35.4,1114.2,7.1,5.0,0.999,residential,,,,,2084,NORTHERN BEACHES,,-33.6781163,151.2238793,way/1320486703
56 NEWTON ROAD STRATHFIELD,STRATHFIELD,1986,40,80.2,0.67,exact,29.5,1288.3,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8784009,151.0746859,way/564305028
102 NEWTON ROAD STRATHFIELD,STRATHFIELD,1986,40,80.2,0.84,nearby,29.5,1203.8,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8774235,151.0689576,way/565666960
2 MARGARET STREET ASHFIELD,ASHFIELD,1986,40,80.2,0.67,exact,32.2,937.4,6.7,4.8,1.0,residential,,,,,2131,INNER WEST,,-33.8817961,151.1243085,way/699152395
17 BEAUTY POINT CRESCENT LEONAY,LEONAY,1991,35,80.2,0.76,exact,23.7,3421.1,7.3,4.5,0.726,residential,,,,,2750,PENRITH,,-33.7707505,150.6442909,way/967201961
96 CARDINAL AVENUE WEST PENNANT HILLS,WEST PENNANT HILLS,1991,35,80.2,0.73,exact,36.4,2267.8,8.6,4.6,0.919,residential,,,,,2125,THE HILLS SHIRE,,-33.742062,151.0517168,way/905272780
25 PATU PLACE CHERRYBROOK,CHERRYBROOK,1991,35,80.2,0.83,exact,42.1,1373.8,8.2,5.2,0.999,residential,,,,,2126,HORNSBY,,-33.7271784,151.0361803,way/1282094829
48 CASTLE HILL ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,1991,35,80.2,0.73,exact,42.0,1548.8,9.0,5.3,0.885,residential,,,,,2125,THE HILLS SHIRE,,-33.7441854,151.0484768,way/1340641810
15A FRANCIS STREET CASTLE HILL,CASTLE HILL,1991,35,80.2,0.6,exact,29.1,1422.3,9.7,4.3,0.698,residential,,,,,2154,THE HILLS SHIRE,,-33.7377207,151.0035179,way/681510320
35 KESWICK AVENUE CASTLE HILL,CASTLE HILL,1991,35,80.2,0.61,exact,44.7,1611.0,9.1,6.0,0.818,residential,,,,,2154,THE HILLS SHIRE,,-33.7465296,150.9988941,way/682571338
3 TALLOWWOOD AVENUE CHERRYBROOK,CHERRYBROOK,1991,35,80.2,0.83,exact,39.3,1434.1,8.8,4.5,0.999,residential,,,,,2126,HORNSBY,,-33.7259897,151.0461981,way/1277811854
19 FIRST FARM DRIVE CASTLE HILL,CASTLE HILL,1991,35,80.2,0.61,exact,37.6,1440.3,8.9,5.5,0.767,residential,,,,,2154,THE HILLS SHIRE,,-33.7251898,151.010427,way/1302685650
11 PIONEER PLACE CASTLE HILL,CASTLE HILL,1991,35,80.2,0.48,exact,30.6,1311.2,9.2,4.7,0.709,residential,,,,,2154,THE HILLS SHIRE,,-33.7288127,151.012562,way/1329828416
26 WABASH AVENUE CROMER,CROMER,1991,35,80.2,0.61,exact,52.4,1464.4,11.0,5.8,0.82,residential,,,,,2099,NORTHERN BEACHES,,-33.732672,151.2724624,way/1512082841
3 BIMBURRA AVENUE ST IVES,ST IVES,1991,35,80.2,0.83,exact,39.4,1546.0,7.6,5.2,1.0,residential,,,,,2075,KU-RING-GAI,,-33.7236843,151.1588374,way/1311161446
36 LAWSON PARADE ST IVES,ST IVES,1991,35,80.2,0.73,exact,51.1,1356.2,10.3,5.9,0.848,residential,,,,,2075,KU-RING-GAI,,-33.7304159,151.1739483,way/1333408281
14 ALVONA AVENUE ST IVES,ST IVES,1991,35,80.2,0.61,exact,39.7,1380.4,9.4,5.5,0.757,residential,,,,,2075,KU-RING-GAI,,-33.7397003,151.163145,way/1544723177
8 JUNE PLACE GLENHAVEN,GLENHAVEN,1991,35,80.2,0.48,exact,31.2,1557.8,9.0,5.1,0.684,residential,,,,,2156,THE HILLS SHIRE,,-33.7015886,151.003767,way/1305527152
11 WILLIAMTOWN COURT GLENHAVEN,GLENHAVEN,1991,35,80.2,0.73,exact,31.5,3329.1,8.5,4.4,0.844,residential,,,,,2156,THE HILLS SHIRE,,-33.7129862,151.0106014,way/1315507445
11 HOLT AVENUE NORTH WAHROONGA,NORTH WAHROONGA,1991,35,80.2,0.83,exact,38.4,1387.8,8.9,4.3,0.999,residential,,,,,2076,KU-RING-GAI,,-33.7016878,151.12519,way/857062457
111 ELIMATTA ROAD MONA VALE,MONA VALE,1986,40,80.2,0.67,exact,28.2,1070.5,7.7,3.9,0.938,residential,,,,,2103,NORTHERN BEACHES,,-33.6799449,151.2951909,way/1334396595
417 ANZAC PARADE KINGSFORD,KINGSFORD,1986,40,80.1,0.88,nearby,14.5,1106.3,4.4,3.9,0.848,residential,,,,,2032,RANDWICK,,-33.9258902,151.2301132,way/1171915495
65 OXFORD ROAD STRATHFIELD,STRATHFIELD,1986,40,80.1,0.95,nearby,41.0,1159.9,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8766689,151.0798133,way/565655496
