address,suburb,postcode,council,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,pools_at_address,reno_state,ti_now,contact_name,contact_phone,contact_email,contact_website,lat,lon,osm_id
3 FITZPATRICK AVENUE EAST FRENCHS FOREST,EAST FRENCHS FOREST,,,1986,40,68.8,0.83,exact,37.7,1001.8,8.9,4.2,0.999,residential,,mid_tone,0.641,,,,,-33.7536115,151.2251053,way/868518721
19 KALIANNA CRESCENT BEACON HILL,BEACON HILL,2100,NORTHERN BEACHES,1986,40,68.8,0.78,exact,34.5,798.4,9.0,4.9,0.785,residential,,mid_tone,0.553,,,,,-33.7565766,151.2610706,way/1033367558
20 GROVER AVENUE CROMER,CROMER,2099,NORTHERN BEACHES,1986,40,68.8,0.94,exact,20.6,1464.5,6.5,4.2,0.758,residential,,dark_throughout,0.477,,,,,-33.7350725,151.2733015,way/1364988992
14 TORRES PLACE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.8,0.91,exact,33.1,1500.9,7.8,4.9,0.866,residential,,mid_tone,0.562,,,,,-33.7215768,151.1631459,way/1310966237
9 TORRES PLACE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.8,1.0,exact,75.2,1372.9,12.0,6.3,1.0,residential,2,mid_tone,0.569,,,,,-33.7209554,151.1629788,way/1311160394
55 AYRES ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.8,1.0,exact,43.5,1401.3,9.2,4.7,1.0,residential,,mid_tone,0.75,,,,,-33.7192609,151.1768516,way/1311146938
66 AYRES ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.8,1.0,exact,49.0,1292.9,10.2,4.8,1.0,residential,2,mid_tone,0.777,,,,,-33.72041,151.1784166,way/1499864759
11 PATRICK O'POSSUM PLACE FAULCONBRIDGE,FAULCONBRIDGE,2776,BLUE MOUNTAINS,1991,35,68.8,0.38,exact,41.9,2365.8,9.7,5.2,0.832,residential,,renovated_pre2005,0.226,,,,,-33.6852106,150.5582314,way/1054681988
157 PACIFIC PARADE DEE WHY,DEE WHY,2099,NORTHERN BEACHES,1991,35,68.8,1.0,exact,44.4,1434.7,9.3,4.8,1.0,residential,,mid_tone,0.66,,,,,-33.7566211,151.2968573,way/1450267527
40 COLLINS ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.8,1.0,exact,39.8,1690.8,8.2,4.9,0.999,residential,,mid_tone,0.752,,,,,-33.7227628,151.1596996,way/1311210658
20 MACQUARIE ROAD PYMBLE,PYMBLE,2073,KU-RING-GAI,1991,35,68.8,1.0,exact,56.5,1560.2,11.2,5.2,0.974,residential,,mid_tone,0.6,,,,,-33.741008,151.1532226,way/1337845305
64 BOBBIN HEAD ROAD TURRAMURRA,TURRAMURRA,2074,KU-RING-GAI,1991,35,68.8,1.0,exact,43.4,1410.0,9.8,4.6,0.962,residential,,mid_tone,0.67,,,,,-33.7332325,151.1373332,way/1544722014
8 FALLON DRIVE DURAL,DURAL,2158,HORNSBY,1991,35,68.8,1.0,exact,42.6,1228.3,9.4,4.7,0.977,residential,,mid_tone,0.576,,,,,-33.7123826,151.036138,way/1279886008
5 HOYA PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,68.8,1.0,exact,34.3,1550.2,8.6,4.0,0.998,residential,,mid_tone,0.762,,,,,-33.7164638,151.0552323,way/1339220779
20 APPLETREE DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,68.8,0.74,nearby,74.2,1090.0,11.1,8.3,0.809,residential,,renovated_pre2005,0.434,,,,,-33.7150377,151.0529122,way/1339221875
18 CAMBOURNE AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.8,1.0,exact,38.8,1564.4,8.9,4.3,1.0,residential,2,mid_tone,0.629,,,,,-33.7197244,151.1839113,way/1361408747
7 TIARRI AVENUE TERREY HILLS,TERREY HILLS,2084,NORTHERN BEACHES,1991,35,68.8,0.8,exact,37.9,1247.0,8.0,5.8,0.824,residential,,mid_tone,0.717,,,,,-33.6833097,151.2217261,way/1319097023
9 ROYSTON PARADE ASQUITH,ASQUITH,2077,HORNSBY,1991,35,68.8,1.0,exact,40.5,1258.3,9.2,4.5,0.972,residential,,mid_tone,0.709,,,,,-33.6867951,151.1097659,way/978604632
28 YOUNG STREET WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1991,35,68.8,1.0,exact,79.2,2553.5,13.0,6.1,1.0,residential,,mid_tone,0.783,,,,,-33.7176778,151.1266701,way/1236491495
119 PRINCE ALFRED PARADE NEWPORT,NEWPORT,2106,NORTHERN BEACHES,1991,35,68.8,1.0,exact,75.3,1975.7,10.4,7.7,0.933,residential,,mid_tone,0.763,,,,,-33.6489083,151.3082814,way/1534918495
39A MOUNT STREET COOGEE,COOGEE,2034,RANDWICK,1998,28,68.7,0.58,nearby,47.3,425.4,9.6,4.9,0.999,residential,,original_finish,0.878,,,,,-33.9145503,151.2534406,way/975216538
110 HOMEBUSH ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,68.7,0.82,exact,29.5,2263.4,8.2,3.6,0.998,residential,,mid_tone,0.689,,,,,-33.8781882,151.0864757,way/565655493
135 THE BOULEVARDE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,68.7,0.82,exact,41.0,1334.3,10.3,4.0,0.999,residential,2,mid_tone,0.592,,,,,-33.8834808,151.0917038,way/565667257
54 REDMYRE ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1991,35,68.7,0.93,nearby,74.0,1049.8,12.1,6.1,1.0,residential,,renovated_pre2005,0.437,,,,,-33.8745741,151.0883019,way/565695917
74-80 BERESFORD ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,68.7,0.71,exact,41.2,3444.9,9.1,4.5,0.999,residential,2,mid_tone,0.71,,,,,-33.8729964,151.0828008,way/568398579
46 TOWNS ROAD VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1986,40,68.7,0.79,exact,47.4,3603.1,10.6,5.5,0.812,residential,,dark_throughout,0.538,,,,,-33.8647436,151.2736623,way/875117997
21 COOLONG ROAD VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1991,35,68.7,0.73,nearby,54.3,2432.4,11.0,5.7,0.869,residential,,renovated_pre2005,0.408,,,,,-33.8514995,151.2703725,way/1186661941
39A CLONTARF STREET SEAFORTH,SEAFORTH,2092,NORTHERN BEACHES,1998,28,68.7,0.29,exact,79.3,579.6,13.6,5.8,0.999,residential,,original_finish,0.883,,,,,-33.7885598,151.2409181,way/1354373738
11 HARDY STREET NORTH BONDI,NORTH BONDI,2026,WAVERLEY,1986,40,68.7,0.77,exact,42.8,677.6,8.9,6.2,0.775,residential,,mid_tone,0.693,,,,,-33.8804046,151.2776689,way/955333250
31 CLYDE STREET NORTH BONDI,NORTH BONDI,2026,WAVERLEY,1986,40,68.7,0.73,exact,47.5,1105.4,9.6,5.7,0.868,residential,,mid_tone,0.659,,,,,-33.8816148,151.278524,way/955379336
8 NORWOOD AVENUE LINDFIELD,LINDFIELD,2070,KU-RING-GAI,2005,21,68.7,0.53,exact,20.2,3418.5,7.7,3.2,0.824,residential,,original_finish,0.884,,,,,-33.7801237,151.1649165,way/1174934764
17 BURRA ROAD ARTARMON,ARTARMON,2064,WILLOUGHBY,2005,21,68.7,0.4,exact,43.0,950.2,9.1,6.4,0.732,residential,,original_finish,0.835,,,,,-33.8091104,151.1897298,way/1518268707
40 DUNLOP STREET EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,68.7,0.8,nearby,40.2,683.8,9.1,5.5,0.807,residential,,original_finish,0.802,,,,,-33.7790488,151.0691382,way/847568350
6 NEWTON STREET NORTH EPPING,NORTH EPPING,2121,HORNSBY,1986,40,68.7,0.79,exact,42.2,1113.7,9.4,6.5,0.693,residential,,dark_throughout,0.333,,,,,-33.7603375,151.0957719,way/1001603075
310 MALTON ROAD NORTH EPPING,NORTH EPPING,2121,HORNSBY,1986,40,68.7,0.51,exact,44.3,1358.1,9.4,5.9,0.8,residential,,mid_tone,0.675,,,,,-33.7592028,151.096097,way/1043287521
52 YANDERRA GROVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,68.7,0.7,exact,38.5,1005.5,9.7,5.7,0.691,residential,,renovated_pre2005,0.532,,,,,-33.7259574,151.0479593,way/1290441063
32 LOFTUS ROAD PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,68.7,0.79,exact,52.7,1373.2,10.6,6.0,0.831,residential,,mid_tone,0.628,,,,,-33.7357803,151.0578705,way/1301049370
41 GEORGE STREET PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,68.7,0.51,exact,26.1,2000.6,7.7,4.3,0.799,residential,,renovated_pre2005,0.319,,,,,-33.7389313,151.0777566,way/1310974840
10 WESSON ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,1991,35,68.7,0.91,exact,57.8,1121.1,11.4,6.6,0.765,residential,,mid_tone,0.639,,,,,-33.7403526,151.0419914,way/1337702111
21 BRUNETTE DRIVE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,68.7,0.91,exact,43.9,1056.1,10.2,5.6,0.768,residential,,dark_throughout,0.489,,,,,-33.7491857,151.0008849,way/689820952
1 HOLLY ROAD CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,68.7,0.59,exact,42.7,1123.4,9.5,5.3,0.849,residential,,renovated_pre2005,0.453,,,,,-33.7267472,151.0455525,way/1277937869
24 MARSHALL CRESCENT BEACON HILL,BEACON HILL,2100,NORTHERN BEACHES,1986,40,68.7,0.98,nearby,41.4,804.0,9.4,5.2,0.852,residential,,mid_tone,0.586,,,,,-33.7582883,151.2621137,way/1033367539
19 CROMER ROAD CROMER,CROMER,2099,NORTHERN BEACHES,1986,40,68.7,0.84,exact,53.0,852.8,12.5,5.0,0.845,residential,,mid_tone,0.756,,,,,-33.7297714,151.2679058,way/1426441543
8 KENTHURST ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.7,0.79,exact,54.8,1428.1,10.9,6.3,0.803,residential,,mid_tone,0.695,,,,,-33.725805,151.1624881,way/1311161464
20 HILLARY STREET WEST PYMBLE,WEST PYMBLE,2073,KU-RING-GAI,1986,40,68.7,0.9,exact,40.3,1944.1,10.0,4.7,0.858,residential,,dark_throughout,0.268,,,,,-33.7611612,151.1218375,way/1311136523
16 HILLARY STREET WEST PYMBLE,WEST PYMBLE,2073,KU-RING-GAI,1986,40,68.7,0.79,exact,33.8,1320.9,8.1,5.7,0.729,residential,,dark_throughout,0.439,,,,,-33.7614436,151.1220717,way/1311136524
1A FERN TREE CLOSE HORNSBY,HORNSBY,2077,HORNSBY,1998,28,68.7,0.42,nearby,18.9,910.9,5.0,4.0,0.934,residential,,original_finish,1.051,,,,,-33.6958218,151.0956026,way/571951129
12 BRENNAN CLOSE ASQUITH,ASQUITH,2077,HORNSBY,1991,35,68.7,0.9,exact,41.1,1919.0,9.8,5.0,0.844,residential,,mid_tone,0.649,,,,,-33.6961895,151.1097323,way/571951153
54 AMOR STREET HORNSBY,HORNSBY,2077,HORNSBY,1991,35,68.7,0.9,exact,39.4,1588.7,7.8,5.7,0.897,residential,,mid_tone,0.663,,,,,-33.6851915,151.1009725,way/958362179
107 BOUNDARY ROAD WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1991,35,68.7,0.79,exact,36.0,2184.8,9.1,5.1,0.779,residential,,mid_tone,0.639,,,,,-33.7074868,151.1310117,way/1310809495
2 COOLANGATTA AVENUE ELANORA HEIGHTS,ELANORA HEIGHTS,2101,NORTHERN BEACHES,1986,40,68.7,0.75,nearby,37.3,980.8,9.0,6.1,0.683,residential,,mid_tone,0.635,,,,,-33.7019402,151.2801023,way/799014987
36 GRANDVIEW CRESCENT LUGARNO,LUGARNO,2210,GEORGES RIVER,1991,35,68.6,0.56,exact,31.1,1315.0,8.2,4.0,0.94,strata_or_commercial,,renovated_pre2005,0.479,,,,,-33.9744822,151.0436117,way/515367830
38 HYDEBRAE STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,68.6,0.82,exact,74.2,986.3,12.1,6.1,1.0,residential,2,mid_tone,0.564,,,,,-33.8736589,151.0763345,way/565666911
48 BERESFORD ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,68.6,0.53,nearby,61.6,1675.1,11.0,5.6,1.0,residential,,renovated_pre2005,0.455,,,,,-33.871606,151.0850333,way/568398605
19 WARREN ROAD BELLEVUE HILL,BELLEVUE HILL,2023,WOOLLAHRA,1986,40,68.6,1.0,nearby,24.8,1061.4,8.3,3.8,0.787,residential,,mid_tone,0.758,,,,,-33.8831831,151.2507316,way/1424707055
139 CREMORNE ROAD CREMORNE POINT,CREMORNE POINT,2090,NORTH SYDNEY,2005,21,68.6,0.61,exact,71.9,931.7,14.8,5.4,0.896,residential,,original_finish,0.831,,,,,-33.8389033,151.2276648,way/1488567152
23 MOSMAN STREET MOSMAN,MOSMAN,2088,MOSMAN,2005,21,68.6,0.74,exact,40.7,560.2,9.3,4.5,0.974,residential,,original_finish,0.851,,,,,-33.8370243,151.2342945,way/1519570095
21 MERINDA AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,68.6,0.5,exact,35.7,1092.6,8.6,4.8,0.876,residential,,original_finish,0.853,,,,,-33.7630287,151.0656188,way/941655305
45 BRUNETTE DRIVE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,68.6,0.5,exact,38.6,1370.6,9.4,5.4,0.756,residential,,mid_tone,0.617,,,,,-33.7476403,151.0023886,way/689821102
53 JOHN ROAD CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,68.6,0.58,exact,34.2,1015.2,6.7,5.9,0.859,residential,,renovated_pre2005,0.4,,,,,-33.7302648,151.0322496,way/1299956518
77 TELFER WAY CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,68.6,0.58,exact,33.4,1919.3,9.6,4.0,0.863,residential,,renovated_pre2005,0.465,,,,,-33.7341259,151.0177095,way/1318357300
6 HEATHERBRAE PLACE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,68.6,0.56,exact,40.1,1490.2,8.4,4.8,0.999,residential,,renovated_pre2005,0.428,,,,,-33.7283239,151.0101057,way/1325620706
8 PEARSON AVENUE GORDON,GORDON,2072,KU-RING-GAI,1998,28,68.6,0.38,nearby,35.9,1012.9,9.6,3.8,0.998,residential,,original_finish,0.836,,,,,-33.7525014,151.152951,way/1330089831
9 LUMEAH AVENUE ELANORA HEIGHTS,ELANORA HEIGHTS,2101,NORTHERN BEACHES,1991,35,68.6,0.67,exact,29.0,1404.6,6.7,6.5,0.661,residential,,mid_tone,0.579,,,,,-33.701524,151.2780537,way/1344693127
17 HIGHLANDS AVENUE WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1991,35,68.6,0.99,exact,45.0,1953.8,9.2,4.9,0.999,residential,2,mid_tone,0.772,,,,,-33.7110152,151.110972,way/1474072221
10 PEMBERTON STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1991,35,68.5,1.0,exact,33.0,972.8,8.2,4.6,0.884,residential,,mid_tone,0.587,,,,,-33.8715704,151.0700286,way/564305333
62 NEWTON ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,68.5,0.49,exact,29.5,966.7,8.2,3.6,0.998,residential,,renovated_pre2005,0.4,,,,,-33.8779891,151.0738978,way/565655617
15 NEWTON ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,2005,21,68.5,0.58,exact,41.0,2667.3,10.3,4.0,0.998,residential,,original_finish,1.083,,,,,-33.8781964,151.079371,way/566657727
55 MANNING ROAD DOUBLE BAY,DOUBLE BAY,2028,WOOLLAHRA,1986,40,68.5,1.0,exact,62.2,999.9,13.9,6.0,0.744,residential,,dark_throughout,0.541,,,,,-33.8828972,151.24485,way/1424707008
67 CHELMSFORD AVENUE EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,68.5,0.78,nearby,46.2,765.0,10.3,5.4,0.833,residential,,original_finish,0.902,,,,,-33.7799199,151.0724135,way/906403415
71 CHURCH STREET RYDE,RYDE,2112,RYDE,2005,21,68.5,0.64,exact,43.7,739.6,9.2,5.3,0.904,residential,,original_finish,1.083,,,,,-33.8175303,151.1012223,way/1260433293
13 RAYMOND STREET EASTWOOD,EASTWOOD,2122,RYDE,2005,21,68.5,0.74,nearby,42.3,1070.0,8.5,5.6,0.896,residential,,original_finish,0.823,,,,,-33.7806325,151.0971322,way/918968287
48 WILLOUGHBY STREET EPPING,EPPING,2121,CITY OF PARRAMATTA,2005,21,68.5,0.38,exact,40.0,1033.8,9.3,5.1,0.839,residential,,original_finish,1.065,,,,,-33.7782899,151.0611988,way/949566009
49 BOWEN AVENUE SOUTH TURRAMURRA,SOUTH TURRAMURRA,2074,KU-RING-GAI,1986,40,68.5,0.6,exact,30.2,2414.5,8.0,4.2,0.887,residential,,mid_tone,0.704,,,,,-33.7601314,151.1069463,way/1024102916
75A NEW FARM ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,1991,35,68.5,0.6,nearby,61.8,862.2,12.9,6.7,0.716,residential,,renovated_pre2005,0.524,,,,,-33.7341104,151.0525749,way/1301269663
18 MYRTLE STREET NORMANHURST,NORMANHURST,2076,HORNSBY,1991,35,68.5,1.0,exact,55.2,1077.4,11.0,5.5,0.911,residential,,mid_tone,0.625,,,,,-33.7313424,151.0906515,way/1318100513
21 DAPHNE AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,68.5,0.89,exact,44.8,1628.5,9.7,5.5,0.84,residential,,dark_throughout,0.406,,,,,-33.744592,150.9955103,way/679143517
21 BOWMAN AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,68.5,1.0,exact,40.1,1009.2,10.0,4.6,0.869,residential,,dark_throughout,0.359,,,,,-33.7435022,150.9948452,way/689821032
3 FERNGREEN WAY CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,68.5,0.66,exact,28.8,2318.7,7.1,5.9,0.684,residential,,mid_tone,0.582,,,,,-33.7405563,151.0209128,way/1313011323
57 BRISBANE ROAD CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,68.5,0.69,exact,39.0,1539.1,10.0,4.7,0.823,residential,,renovated_pre2005,0.367,,,,,-33.7347602,151.0113493,way/1314339576
11 BEACON AVENUE BEACON HILL,BEACON HILL,2100,NORTHERN BEACHES,1991,35,68.5,1.0,exact,42.8,845.1,9.0,5.3,0.892,residential,,mid_tone,0.74,,,,,-33.7596771,151.2661548,way/1033367541
18 GREVILLEA AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.5,0.98,exact,29.1,1341.4,5.8,5.0,1.0,residential,,mid_tone,0.586,,,,,-33.7345857,151.1752012,way/1311003208
78 WARRIMOO AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.5,1.0,exact,43.8,1356.6,10.7,4.7,0.87,residential,,mid_tone,0.758,,,,,-33.7186104,151.1564595,way/1312180476
318 MONA VALE ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.5,0.78,exact,56.4,2915.5,11.8,6.3,0.755,residential,,mid_tone,0.581,,,,,-33.7221377,151.1710875,way/1312314576
3 LEONORA AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.5,1.0,exact,41.4,1353.0,10.2,4.6,0.877,residential,,mid_tone,0.582,,,,,-33.7175899,151.1688462,way/1499864753
27 MAWSON STREET ST IVES,ST IVES,2075,KU-RING-GAI,1998,28,68.5,0.4,nearby,18.6,1353.2,6.7,2.8,1.0,residential,,original_finish,0.953,,,,,-33.7180041,151.1669111,way/1501772885
30 BENAROON AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,68.5,0.98,exact,51.9,2366.7,10.5,4.9,0.999,residential,,mid_tone,0.728,,,,,-33.7231705,151.156819,way/1311208390
3 YALLAMBEE PLACE TERREY HILLS,TERREY HILLS,2084,NORTHERN BEACHES,1991,35,68.5,1.0,exact,52.4,1063.9,10.3,5.8,0.882,residential,,mid_tone,0.746,,,,,-33.6837878,151.2233556,way/1319096961
160 BARRENJOEY ROAD NEWPORT,NEWPORT,2106,NORTHERN BEACHES,1991,35,68.5,0.6,nearby,37.3,2116.5,8.9,5.4,0.783,residential,,renovated_pre2005,0.442,,,,,-33.6698762,151.3177251,way/1321998177
359 AVOCA STREET RANDWICK,RANDWICK,2031,RANDWICK,1998,28,68.4,0.67,nearby,39.8,530.1,9.6,4.1,1.0,residential,,original_finish,0.921,,,,,-33.9263587,151.2393016,way/683640724
83 MOVERLY ROAD MAROUBRA,MAROUBRA,2035,RANDWICK,1986,40,68.4,1.0,nearby,41.8,766.8,9.0,6.1,0.766,residential,,mid_tone,0.612,,,,,-33.9360887,151.2478549,way/1388249756
52 TODMAN AVENUE KENSINGTON,KENSINGTON,2033,RANDWICK,1998,28,68.4,0.6,exact,35.5,401.1,11.0,3.2,0.998,residential,,original_finish,0.958,,,,,-33.9089559,151.2189194,way/1445760309
20 BARKER ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,68.4,0.8,exact,39.9,2555.4,11.2,3.6,0.998,residential,2,mid_tone,0.694,,,,,-33.8776938,151.0803773,way/565666929
11 SOUTH STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,68.4,0.8,exact,29.5,1725.4,8.2,3.6,0.998,residential,2,mid_tone,0.564,,,,,-33.8793284,151.0767208,way/565666965
17 COLEMAN AVENUE HOMEBUSH,HOMEBUSH,2140,STRATHFIELD,2005,21,68.4,0.72,exact,43.2,749.1,9.7,4.5,0.999,residential,,original_finish,1.069,,,,,-33.8578295,151.0790462,way/576146431
407 OLD SOUTH HEAD ROAD NORTH BONDI,NORTH BONDI,2026,WAVERLEY,1986,40,68.4,1.0,nearby,57.5,691.2,11.9,5.9,0.812,residential,,mid_tone,0.798,,,,,-33.8798178,151.2705743,way/955413870
130 EDGECLIFF ROAD WOOLLAHRA,WOOLLAHRA,2025,WOOLLAHRA,1998,28,68.4,0.82,nearby,39.0,322.1,9.4,4.1,0.999,residential,,original_finish,0.848,,,,,-33.8894916,151.2500854,way/1424811160
69 KASTELAN STREET BLACKTOWN,BLACKTOWN,2148,BLACKTOWN,1991,35,68.4,0.87,exact,29.1,1020.5,9.5,4.3,0.713,residential,,mid_tone,0.702,,,,,-33.7781147,150.8865199,way/1034459185
9 BEACH AVENUE VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1986,40,68.4,1.0,nearby,38.9,746.0,8.7,5.6,0.804,residential,,mid_tone,0.583,,,,,-33.8475259,151.2829959,way/1481742983
23 RUSSELL STREET VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1998,28,68.4,0.16,exact,37.6,739.4,7.7,4.9,1.0,residential,,original_finish,0.822,,,,,-33.849129,151.2818739,way/1481743016
6 CARAWATHA STREET BEECROFT,BEECROFT,2119,HORNSBY,2005,21,68.4,0.26,exact,46.4,1216.7,10.8,5.5,0.775,residential,,original_finish,0.978,,,,,-33.7610149,151.0629929,way/972581044
192 FRANCIS GREENWAY DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,68.4,0.99,exact,35.8,1063.6,8.8,4.8,0.862,residential,2,mid_tone,0.625,,,,,-33.7218724,151.0479881,way/1286793582
333C PENNANT HILLS ROAD PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,68.4,0.55,exact,38.5,2419.8,8.6,4.6,0.987,residential,,renovated_pre2005,0.387,,,,,-33.7360004,151.0771906,way/1300903402
14 BINOMEA PLACE PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,68.4,0.77,exact,32.6,1848.8,8.7,4.6,0.808,residential,,mid_tone,0.616,,,,,-33.74041,151.0713908,way/1303045686
16 FERNLEIGH CLOSE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,68.4,0.88,exact,43.3,1160.1,10.1,5.3,0.811,residential,2,mid_tone,0.714,,,,,-33.7331308,151.0366138,way/1305395603
7 LORRINA CLOSE WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,1991,35,68.4,0.66,exact,38.7,1104.1,8.2,4.7,0.999,residential,,renovated_pre2005,0.385,,,,,-33.7378805,151.0527942,way/1319627083
4 CYNTHIA AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,68.4,0.77,exact,43.6,1365.1,10.2,5.2,0.826,residential,,mid_tone,0.632,,,,,-33.7470315,151.0003579,way/680636123
5 GLENHOPE ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,1991,35,68.4,0.91,exact,26.0,3479.1,8.3,4.3,0.722,residential,,mid_tone,0.66,,,,,-33.7373139,151.0307615,way/1323557590
4 THOMPSON PLACE BAULKHAM HILLS,BAULKHAM HILLS,2153,THE HILLS SHIRE,1991,35,68.4,0.77,exact,30.9,1409.9,8.6,4.7,0.756,residential,,mid_tone,0.645,,,,,-33.750474,150.9800103,way/1535311051
58-60 FLORENCE STREET HORNSBY,HORNSBY,2077,HORNSBY,1991,35,68.4,0.77,exact,36.1,2017.9,9.2,5.2,0.763,residential,,mid_tone,0.556,,,,,-33.7050347,151.1047613,way/1490455512
9 ALAMEDA WAY WARRIEWOOD,WARRIEWOOD,2102,NORTHERN BEACHES,1986,40,68.4,0.88,exact,39.3,1109.4,10.4,5.1,0.746,residential,,dark_throughout,0.469,,,,,-33.6866331,151.30148,way/1334577527
42 IRRUBEL ROAD NEWPORT,NEWPORT,2106,NORTHERN BEACHES,1986,40,68.4,0.77,exact,42.5,1354.5,9.3,5.8,0.786,residential,,dark_throughout,0.382,,,,,-33.6548975,151.3134891,way/1322702036
3 ALLIANCE AVENUE REVESBY,REVESBY,2212,CANTERBURY-BANKSTOWN,1986,40,68.3,0.7,exact,47.5,811.9,8.4,6.4,0.885,residential,,mid_tone,0.753,,,,,-33.9416986,151.0050544,way/556651557
80 BEACH STREET COOGEE,COOGEE,2034,RANDWICK,1986,40,68.3,0.48,exact,36.7,977.7,9.2,4.0,1.0,residential,,renovated_pre2005,0.5,,,,,-33.9156976,151.2587253,way/975216537
100 JOYNTON AVENUE ZETLAND,ZETLAND,2017,SYDNEY,1986,40,68.3,0.93,nearby,37.5,1558.7,8.7,4.3,1.0,residential,,mid_tone,0.784,,,,,-33.9045021,151.2093109,way/1445760357
49 MANNING ROAD DOUBLE BAY,DOUBLE BAY,2028,WOOLLAHRA,1986,40,68.3,0.79,exact,32.1,879.5,7.9,4.1,0.999,residential,,mid_tone,0.619,,,,,-33.8823586,151.2446959,way/1424811202
15 CANSDALE STREET BLACKTOWN,BLACKTOWN,2148,BLACKTOWN,1991,35,68.3,0.59,exact,24.2,830.0,7.0,4.3,0.81,residential,,renovated_pre2005,0.308,,,,,-33.7793718,150.884048,way/1033358450
12 GRUMMAN PLACE ST CLAIR,ST CLAIR,2759,PENRITH,1986,40,68.3,0.66,nearby,16.9,939.1,5.8,3.4,0.867,residential,,renovated_pre2005,0.314,,,,,-33.8022186,150.7936072,way/550043684
315 MALTON ROAD NORTH EPPING,NORTH EPPING,2121,HORNSBY,1991,35,68.3,0.9,nearby,32.0,1076.7,7.7,4.2,0.999,residential,,renovated_pre2005,0.293,,,,,-33.7580047,151.0975612,way/1232603341
